"race_group","stationid","station_avg_st","station_avg_bt","station_catch"
"Sessile epifauna","148-85",10.7,6.4,0.266
"Sessile epifauna","148-91",4.97142857142857,2.87142857142857,1.112
"Sessile epifauna","148-97",9.2,5.4,0.181
"Sessile epifauna","148-99",6.40555555555556,5.25,80.7
"Sessile epifauna","149-101",4.9,3.9,2.544
"Sessile epifauna","149-61",8.92857142857143,4.51428571428571,1.518
"Sessile epifauna","149-67",5.1,4,8.15
"Sessile epifauna","149-70",5.9,4.53333333333333,3.054
"Sessile epifauna","149-71",8.06666666666667,5.51666666666667,1.438
"Sessile epifauna","149-72",7.4,5.6,0.762
"Sessile epifauna","149-73",9.2125,4.8125,0.513
"Sessile epifauna","149-75",9.47142857142857,5.31428571428571,0.568
"Sessile epifauna","149-76",9.3,4.4,0.014
"Sessile epifauna","149-81",10,4.5,0.006
"Sessile epifauna","149-84",9.6,6,0.066
"Sessile epifauna","149-87",6.8,4.2,0.006
"Sessile epifauna","149-90",7.2,3.1,0.176
"Sessile epifauna","15-13",6.3,5.2,4.99
"Sessile epifauna","150-101",5,3.9,0.324
"Sessile epifauna","150-102",6.1,5.9,0.118
"Sessile epifauna","150-60",9.1,3.9,1.166
"Sessile epifauna","150-61",7.56666666666667,4.43333333333333,0.933
"Sessile epifauna","150-62",7.63333333333333,5.36666666666667,0.392
"Sessile epifauna","150-68",11.2,6.5,2.99
"Sessile epifauna","150-69",7.8,5.6,1.65
"Sessile epifauna","150-71",8.76666666666667,4.96190476190476,2.062
"Sessile epifauna","150-73",9.1,4.5,0.386
"Sessile epifauna","150-74",5.82,4.38,1.294
"Sessile epifauna","150-77",5.7,3.9,0.044
"Sessile epifauna","150-80",9.4,4.4,1.064
"Sessile epifauna","150-87",8.52,4.74,0.078
"Sessile epifauna","150-89",6.1,4.2,0.084
"Sessile epifauna","150-92",6,4.7,8.242
"Sessile epifauna","150-94",9.1,5.8,2.041
"Sessile epifauna","150-99",8.4,5.8,0.02
"Sessile epifauna","151-101",6.94,6.32,3.638
"Sessile epifauna","151-104",9.7,7.6,1.4
"Sessile epifauna","151-105",7.5,5.2,1.052
"Sessile epifauna","151-61",7.49090909090909,4.12727272727273,22.397
"Sessile epifauna","151-62",5.6,4.5,0.336
"Sessile epifauna","151-63",9.5,5.5,0.116
"Sessile epifauna","151-72",9,5.5,2.708
"Sessile epifauna","151-75",7.95,4.75,0.532
"Sessile epifauna","151-83",7.43333333333333,4.83333333333333,0.206
"Sessile epifauna","151-84",9.5,5.3,1.14
"Sessile epifauna","151-85",7.1,4.5,0.196
"Sessile epifauna","151-86",9.2,4.4,0.07
"Sessile epifauna","151-87",9.1,4.3,0.12
"Sessile epifauna","151-96",10.1,9.6,0.68
"Sessile epifauna","152-102",8.4,7.9,0.104
"Sessile epifauna","152-103",7.3,5.51818181818182,166.21
"Sessile epifauna","152-104",9.74,7.58,156.55
"Sessile epifauna","152-61",6.9,4,1.072
"Sessile epifauna","152-62",9.18,5.56,0.45
"Sessile epifauna","152-63",8.94,5.44,0.23
"Sessile epifauna","152-64",9.15714285714286,5.61428571428571,0.454
"Sessile epifauna","152-70",8.59,6.29,0.898
"Sessile epifauna","152-71",9.4,5.5,0.84
"Sessile epifauna","152-72",9.54,5.62,3.03
"Sessile epifauna","152-73",10,5.9,1.036
"Sessile epifauna","152-74",6.5,5.2,0.055
"Sessile epifauna","152-81",5.8,3.8,0.056
"Sessile epifauna","152-84",8.5,4.7,0.076
"Sessile epifauna","152-86",9,4.8,0.136
"Sessile epifauna","152-88",9.2,4.3,0.104
"Sessile epifauna","152-91",4.9,2.5,0.036
"Sessile epifauna","152-94",6.525,3.1,2.757
"Sessile epifauna","152-95",8.2,5.13333333333333,0.11
"Sessile epifauna","152-98",8.6,5.6,0.06
"Sessile epifauna","152-99",5.1,2.9,0.018
"Sessile epifauna","153-102",5.97142857142857,5.72857142857143,2.106
"Sessile epifauna","153-103",9.9,7.8,27.03
"Sessile epifauna","153-62",8.85,4.15,2.986
"Sessile epifauna","153-65",6.9,5,0.002
"Sessile epifauna","153-68",8.2,5.5,0.19
"Sessile epifauna","153-69",8.9,6,0.042
"Sessile epifauna","153-70",7.23333333333333,5.3,0.228
"Sessile epifauna","153-71",9.3,7,1.85
"Sessile epifauna","153-72",7.8,5.7,0.546
"Sessile epifauna","153-75",5.6,4.1,2.482
"Sessile epifauna","153-76",7.8,4.9,0.25
"Sessile epifauna","153-80",9.3,6.7,0.034
"Sessile epifauna","153-81",9.3,6.7,0.002
"Sessile epifauna","153-83",6.6,4.5,0.162
"Sessile epifauna","153-92",8,3.9,0.168
"Sessile epifauna","153-93",9.2,5.5,0.045
"Sessile epifauna","153-98",7.2,4.5,0.014
"Sessile epifauna","154-102",7.8,7.3,21.398
"Sessile epifauna","154-103",6.46666666666667,5.53333333333333,0.77
"Sessile epifauna","154-105",9.52222222222222,7.92222222222222,120.726
"Sessile epifauna","154-63",9.2,4,2.832
"Sessile epifauna","154-64",9.2,4.6,0.534
"Sessile epifauna","154-65",9.11666666666667,5.41666666666667,3.168
"Sessile epifauna","154-68",8.05,5.5,0.458
"Sessile epifauna","154-69",9.3,6.4,0.004
"Sessile epifauna","154-70",7.73333333333333,4.73333333333333,0.316
"Sessile epifauna","154-72",7.1,5.25,0.064
"Sessile epifauna","154-75",6.875,5.3625,3.361
"Sessile epifauna","154-77",6.1,5.4,12.844
"Sessile epifauna","154-79",7.9,4.8,0.08
"Sessile epifauna","154-81",7.575,4.95,0.134
"Sessile epifauna","154-84",9.2,5.4,0.81
"Sessile epifauna","154-93",5.6,2.9,0.11
"Sessile epifauna","154-97",6.5,5.1,0.001
"Sessile epifauna","155-104",6.5,5.8,42.06
"Sessile epifauna","155-63",7.3,4.1,1.076
"Sessile epifauna","155-66",8.5,4.7,0.104
"Sessile epifauna","155-67",7.23333333333333,4.98333333333333,1.088
"Sessile epifauna","155-68",7,4.4,0.038
"Sessile epifauna","155-69",8.3,6.2,0.014
"Sessile epifauna","155-71",8.36666666666667,5.4,0.393
"Sessile epifauna","155-76",7.4,5.6,2.69
"Sessile epifauna","155-77",7.1,4.7,2.142
"Sessile epifauna","155-78",8.55,4.875,6.144
"Sessile epifauna","155-79",5.5,3.8,0.886
"Sessile epifauna","155-80",10.5,6.6,0.02
"Sessile epifauna","155-81",7,5,1.372
"Sessile epifauna","155-86",6.4,4.2,0.002
"Sessile epifauna","155-87",5.4,3.5,0.056
"Sessile epifauna","155-89",6.7,4.4,0.034
"Sessile epifauna","155-93",8.56666666666667,5.16666666666667,9.194
"Sessile epifauna","155-94",8.5,4.73333333333333,0.656
"Sessile epifauna","156-102",5.7,3.9,0.962
"Sessile epifauna","156-103",7.9,4.7,0.162
"Sessile epifauna","156-104",6.7,5.4,19.346
"Sessile epifauna","156-105",8.3,7.02352941176471,377.535
"Sessile epifauna","156-106",9.3,8,12.024
"Sessile epifauna","156-65",10.75,4.075,1.794
"Sessile epifauna","156-66",10.04,4.7,5.992
"Sessile epifauna","156-67",8.6,4.9,1.291
"Sessile epifauna","156-71",8.7,6.9,0.67
"Sessile epifauna","156-73",5.2,3.7,0.062
"Sessile epifauna","156-75",8.5,5,0.09
"Sessile epifauna","156-77",9.48,5.84,0.232
"Sessile epifauna","156-79",9.3,5.875,0.942
"Sessile epifauna","156-80",8.6,7.4,0.004
"Sessile epifauna","156-81",8.8,6.4,0.032
"Sessile epifauna","156-83",5.2,3.6,0.17
"Sessile epifauna","156-85",7.3,4.3,0.028
"Sessile epifauna","156-87",8.2,5.4,0.008
"Sessile epifauna","157-107",6.54,5.96,60.11
"Sessile epifauna","157-65",8.02857142857143,3.87142857142857,1.824
"Sessile epifauna","157-66",7.9,4.2,0.378
"Sessile epifauna","157-67",8.2,5.1,0.136
"Sessile epifauna","157-68",8.28,5.38,0.136
"Sessile epifauna","157-70",6.525,4.675,5.648
"Sessile epifauna","157-71",8.6,5.7,0.07
"Sessile epifauna","157-72",8.4,4.8,0.148
"Sessile epifauna","157-76",7.6,4.9,0.284
"Sessile epifauna","157-77",6.4,4.3,1.042
"Sessile epifauna","157-78",8.8,4.9,0.147
"Sessile epifauna","157-79",8.5,5.9,0.084
"Sessile epifauna","157-87",6.7,4.7,0.212
"Sessile epifauna","157-92",6.95,4.7125,0.347
"Sessile epifauna","157-93",7.2,4.85,0.258
"Sessile epifauna","157-94",6.825,3.9,3.649
"Sessile epifauna","157-96",10.3,5,0.272
"Sessile epifauna","157-99",7.2,6.875,16.67
"Sessile epifauna","158-101",6.1,4.9,0.186
"Sessile epifauna","158-103",6.7,5.2,0.522
"Sessile epifauna","158-108",6.5,6,71.112
"Sessile epifauna","158-64",7.75,3.3,0.19
"Sessile epifauna","158-66",10.8,4.2,1.302
"Sessile epifauna","158-67",8.85,5.15,0.782
"Sessile epifauna","158-68",7.56666666666667,4.73333333333333,0.588
"Sessile epifauna","158-71",7.1,4.9,0.926
"Sessile epifauna","158-72",7.3,4.9,4.44
"Sessile epifauna","158-76",9.2,5.3,0.356
"Sessile epifauna","158-77",8.55,5.2,10.736
"Sessile epifauna","158-86",7.3,4.5,0.06
"Sessile epifauna","158-88",9.5,6.1,2.562
"Sessile epifauna","158-90",5.2,4.1,0.056
"Sessile epifauna","158-92",6.11428571428571,4.32142857142857,2.86
"Sessile epifauna","158-94",6.6,4.5,0.022
"Sessile epifauna","158-97",8.5,4.9,0.089
"Sessile epifauna","158-98",8.8,5.6,0.464
"Sessile epifauna","159-100",8.61666666666667,6.75833333333333,8.886
"Sessile epifauna","159-102",10.5,6,0.014
"Sessile epifauna","159-103",7.5,4.8,0.118
"Sessile epifauna","159-105",8.32,5.68,0.342
"Sessile epifauna","159-108",6.15,4.8,6.262
"Sessile epifauna","159-109",6.625,5.2,15.529
"Sessile epifauna","159-67",8.71111111111111,4.46666666666667,0.676
"Sessile epifauna","159-68",8.18461538461538,5.27692307692308,3.629
"Sessile epifauna","159-69",8.6,5.55714285714286,30.8
"Sessile epifauna","159-72",7.1,4,0.618
"Sessile epifauna","159-82",7,4,0.06
"Sessile epifauna","159-87",8.6,5.8,0.045
"Sessile epifauna","159-90",5.4,4,0.278
"Sessile epifauna","159-91",5.85,4.875,8.079
"Sessile epifauna","159-95",6.5,3.95,1.958
"Sessile epifauna","159-97",6.7,5.1,0.035
"Sessile epifauna","16-12",4.66666666666667,3.76666666666667,12.14
"Sessile epifauna","16-14",5.575,4.7,1.604
"Sessile epifauna","160-101",10.8,5.5,2.268
"Sessile epifauna","160-103",10.6,4.9,0.052
"Sessile epifauna","160-105",6,4.4,0.068
"Sessile epifauna","160-106",8.04,4.58,1.238
"Sessile epifauna","160-68",7.6,5.03333333333333,0.99
"Sessile epifauna","160-69",8.1,5.35,0.632
"Sessile epifauna","160-70",9.4,5.2,0.227
"Sessile epifauna","160-78",7.68333333333333,5.35,0.553
"Sessile epifauna","160-79",9,5.5,0.091
"Sessile epifauna","160-81",8.44444444444444,5.25555555555556,1.186
"Sessile epifauna","160-87",7.6,5,0.062
"Sessile epifauna","160-88",6.1,3.7,0.958
"Sessile epifauna","160-89",7.45,5.6,1.394
"Sessile epifauna","160-90",5.7,4,2.53
"Sessile epifauna","160-95",9,6.1,0.045
"Sessile epifauna","161-105",9.7,5.8,0.172
"Sessile epifauna","161-68",7.28,4.08,1.218
"Sessile epifauna","161-69",9.1,4.9,0.002
"Sessile epifauna","161-70",6.84285714285714,5.04285714285714,5.5
"Sessile epifauna","161-71",8.2,4.6,1.212
"Sessile epifauna","161-72",7.82,4.9,1.438
"Sessile epifauna","161-74",9.9,5.1,4.208
"Sessile epifauna","161-76",9.1,5.5,0.227
"Sessile epifauna","161-79",6.86666666666667,4.83333333333333,1.658
"Sessile epifauna","161-81",8,5.2,0.25
"Sessile epifauna","161-82",7.75,5,0.052
"Sessile epifauna","161-83",10.9,5.33333333333333,0.096
"Sessile epifauna","161-86",6.5,4.6,0.456
"Sessile epifauna","161-88",4.9,4.4,0.086
"Sessile epifauna","161-90",6.8,5.3,0.012
"Sessile epifauna","161-91",7.6,6.5,0.008
"Sessile epifauna","161-94",7.73333333333333,5.43333333333333,0.403
"Sessile epifauna","161-96",9,6.5,0.076
"Sessile epifauna","161-97",9.2,5.9,0.29
"Sessile epifauna","162-100",9.4,5.1,0.319
"Sessile epifauna","162-101",7.69090909090909,4.52727272727273,2.632
"Sessile epifauna","162-102",7.8,4.5,1.782
"Sessile epifauna","162-104",9.55,5.5,1.204
"Sessile epifauna","162-105",11.7,5.9,0.024
"Sessile epifauna","162-110",6.8,6.4,97.286
"Sessile epifauna","162-71",9.1,5.3,0.582
"Sessile epifauna","162-76",9.46666666666667,5.3,0.828
"Sessile epifauna","162-88",9.9,5.5,0.972
"Sessile epifauna","162-90",9.8,5,0.227
"Sessile epifauna","162-91",7.5,4.5,0.004
"Sessile epifauna","162-93",9.04,5.16,4.593
"Sessile epifauna","162-96",11,5.9,3.08
"Sessile epifauna","162-98",7.56666666666667,4.51666666666667,0.28
"Sessile epifauna","162-99",5.6,4,5.064
"Sessile epifauna","163-100",7.8,4.7,0.184
"Sessile epifauna","163-101",8.16666666666667,4.36666666666667,2.897
"Sessile epifauna","163-102",9.4,5,0.043
"Sessile epifauna","163-105",8.4,5.3,0.495
"Sessile epifauna","163-111",7.52,5.64,1.04
"Sessile epifauna","163-70",9.2,5.5,6.856
"Sessile epifauna","163-71",7.66666666666667,5.13333333333333,1.306
"Sessile epifauna","163-72",9.625,5.4625,2.838
"Sessile epifauna","163-73",8.5,5.7,1.204
"Sessile epifauna","163-79",7.5,5.7,0.136
"Sessile epifauna","163-80",10.3,5.5,0.227
"Sessile epifauna","163-90",5.74,3.94,2.13
"Sessile epifauna","163-91",7.8,4,0.02
"Sessile epifauna","163-92",9.2,5.2,0.002
"Sessile epifauna","163-93",8,5.7,0.982
"Sessile epifauna","163-94",9.8,5.1,1.11
"Sessile epifauna","163-96",7.3,5.2,3.555
"Sessile epifauna","163-97",7.4,5.4,0.034
"Sessile epifauna","163-98",9.8,5,4.908
"Sessile epifauna","163-99",8.1,4.5,0.138
"Sessile epifauna","164-102",7.9,4.74285714285714,3.512
"Sessile epifauna","164-103",8.98571428571429,4.97142857142857,0.256
"Sessile epifauna","164-107",8.51111111111111,4.6,12.394
"Sessile epifauna","164-109",11.1,5.9,2.878
"Sessile epifauna","164-68",7.93333333333333,3.93333333333333,0.856
"Sessile epifauna","164-69",11.4,4.1,0.762
"Sessile epifauna","164-72",8.3,5.06666666666667,4.692
"Sessile epifauna","164-73",10.8,6,1.522
"Sessile epifauna","164-74",9.1,5.5,0.042
"Sessile epifauna","164-77",5.6,5.2,0.342
"Sessile epifauna","164-84",9.1,5.4,0.146
"Sessile epifauna","164-87",5.2,5.3,0.028
"Sessile epifauna","164-96",11.3,5.5,0.176
"Sessile epifauna","165-104",9.3,5.7,0.15
"Sessile epifauna","165-106",9,4.85,1.826
"Sessile epifauna","165-107",8.5,4.3,0.886
"Sessile epifauna","165-108",11.2,5.5,0.004
"Sessile epifauna","165-119",8.9,7.86666666666667,0.821
"Sessile epifauna","165-69",9.27142857142857,4.25714285714286,3.542
"Sessile epifauna","165-73",9.05,5.3,0.364
"Sessile epifauna","165-74",6.9,5,0.002
"Sessile epifauna","165-81",11.7,5.3,0.054
"Sessile epifauna","166-101",8.5,4,0.008
"Sessile epifauna","166-102",8.8,4,0.004
"Sessile epifauna","166-103",9.4,5.45,0.506
"Sessile epifauna","166-104",9.1,4,0.052
"Sessile epifauna","166-105",8.7,4,1.722
"Sessile epifauna","166-107",9.5,5.2,0.01
"Sessile epifauna","166-108",9.1,5.7,0.354
"Sessile epifauna","166-117",8.4,7.5,4.646
"Sessile epifauna","166-118",9.1,8.9,0.638
"Sessile epifauna","166-73",8.35,5.525,0.526
"Sessile epifauna","166-75",8,5.5,2.422
"Sessile epifauna","166-80",10.5,5.1,0.048
"Sessile epifauna","166-84",8,5.6,0.012
"Sessile epifauna","166-97",7.8,5.6,0.04
"Sessile epifauna","167-100",7.975,5.25,0.168
"Sessile epifauna","167-105",8.5,4.85,0.208
"Sessile epifauna","167-106",9.2,5.7,0.002
"Sessile epifauna","167-109",8.55,4.4,0.41
"Sessile epifauna","167-110",9.2,4.9,0.318
"Sessile epifauna","167-112",9.2,7.5,0.43
"Sessile epifauna","167-113",9.1,7.22857142857143,0.417
"Sessile epifauna","167-117",7.56666666666667,5.16666666666667,0.234
"Sessile epifauna","167-119",10.44,8.94,5.43
"Sessile epifauna","167-120",9.13333333333333,8.26666666666667,272.68
"Sessile epifauna","167-68",8.2,3.6,0.186
"Sessile epifauna","167-69",9.2,3.7,5.21
"Sessile epifauna","167-75",7.4,5.4,0.015
"Sessile epifauna","167-76",10.2,5.6,3.148
"Sessile epifauna","167-77",5.8,5,0.008
"Sessile epifauna","167-78",5.2,5.1,6.3
"Sessile epifauna","167-80",8.2,5.6,0.846
"Sessile epifauna","167-81",9.9,5.3,0.045
"Sessile epifauna","167-83",7.7,5.6,0.004
"Sessile epifauna","167-85",8.9,5.4,0.004
"Sessile epifauna","167-89",8.7,5.7,1.926
"Sessile epifauna","167-99",10.1,5.6,0.202
"Sessile epifauna","168-104",6.3,4.4,0.015
"Sessile epifauna","168-106",11.6,5.9,0.136
"Sessile epifauna","168-107",7.2,5.3,0.092
"Sessile epifauna","168-111",9.55,5.95,1.984
"Sessile epifauna","168-113",8.82777777777778,6.68333333333333,21.193
"Sessile epifauna","168-115",7.31818181818182,6.10909090909091,16.646
"Sessile epifauna","168-119",9.21538461538461,7.88461538461538,91.852
"Sessile epifauna","168-72",7.775,4.4,4.15
"Sessile epifauna","168-91",8.5,5.2,0.002
"Sessile epifauna","168-94",8.3,5.7,0.008
"Sessile epifauna","169-109",9.5,5.2,0.02
"Sessile epifauna","169-114",6.9,4.8,0.09
"Sessile epifauna","169-120",9.16,8,42.658
"Sessile epifauna","169-122",8.375,7.55,45.251
"Sessile epifauna","169-75",8.1,5.175,0.076
"Sessile epifauna","169-76",9.3,5.35,0.184
"Sessile epifauna","169-84",8.5,5.8,0.1
"Sessile epifauna","169-85",5.7,5.5,0.344
"Sessile epifauna","169-86",5.4,5.2,0.156
"Sessile epifauna","169-87",8.4,5.9,0.3
"Sessile epifauna","169-89",7.8,5.4,0.028
"Sessile epifauna","169-91",10.4,5.1,0.104
"Sessile epifauna","169-93",10.3,5.1,0.008
"Sessile epifauna","17-16",4.88571428571429,4.28571428571429,3.678
"Sessile epifauna","170-107",10.9,5.5,0.078
"Sessile epifauna","170-78",10,5.4,0.978
"Sessile epifauna","170-81",9,5.6,0.024
"Sessile epifauna","170-84",7.9,7.2,13.718
"Sessile epifauna","170-85",8.94285714285714,6.94285714285714,82.149
"Sessile epifauna","170-89",9.8,7.3,0.454
"Sessile epifauna","170-92",8.4,5,0.042
"Sessile epifauna","171-101",10,5.5,0.12
"Sessile epifauna","171-104",6.4,5.4,0.072
"Sessile epifauna","171-110",8.4,5,0.018
"Sessile epifauna","171-114",5.8,4.7,0.358
"Sessile epifauna","171-71",9.7,3.7,18.814
"Sessile epifauna","171-74",11.3,5,0.136
"Sessile epifauna","171-80",9.3,5.4,0.01
"Sessile epifauna","171-82",9.1,5.8,0.334
"Sessile epifauna","171-84",6.5,6,1.4
"Sessile epifauna","171-85",7.43571428571429,6.30714285714286,15.092
"Sessile epifauna","171-88",8.83333333333333,6.96666666666667,0.304
"Sessile epifauna","171-90",9.55,6.15,2.792
"Sessile epifauna","171-92",11.4,8.3,0.045
"Sessile epifauna","171-95",10.5,6,0.036
"Sessile epifauna","171-96",7.6,5.45,0.157
"Sessile epifauna","172-106",12,5.2,38.25
"Sessile epifauna","172-107",9.4,5.1,0.037
"Sessile epifauna","172-109",8.3,5.2,3.84
"Sessile epifauna","172-110",5.8,4.6,0.39
"Sessile epifauna","172-119",10.6,6.2,0.01
"Sessile epifauna","172-122",10,8.1,4.148
"Sessile epifauna","172-78",10.0666666666667,5.46666666666667,10.232
"Sessile epifauna","172-79",10.7,5,0.024
"Sessile epifauna","172-80",9.1,5.9,0.002
"Sessile epifauna","172-90",8,4.8,0.046
"Sessile epifauna","172-91",9.3,7.3,18.91
"Sessile epifauna","172-96",8.8,5.4,2.924
"Sessile epifauna","173-105",7.7,5.5,0.067
"Sessile epifauna","173-111",11.3,5.3,1.62
"Sessile epifauna","173-113",8.9,5,0.2
"Sessile epifauna","173-115",11.6,5.3,0.725
"Sessile epifauna","173-116",8.2,5.1,1.626
"Sessile epifauna","173-117",8.2,5,0.076
"Sessile epifauna","173-118",7.4,4,0.128
"Sessile epifauna","173-72",6.8,3.4,0.016
"Sessile epifauna","173-78",11.7,5.6,0.044
"Sessile epifauna","173-79",10.5,5.6,0.608
"Sessile epifauna","173-86",7.27272727272727,7.22727272727273,4.406
"Sessile epifauna","173-88",9,6.6,2.352
"Sessile epifauna","173-89",8.4,7.3,4.47
"Sessile epifauna","173-90",8,6.55,2.96
"Sessile epifauna","173-91",8.7,5.6,24.478
"Sessile epifauna","173-93",7.73333333333333,5.96666666666667,30.16
"Sessile epifauna","173-94",9.625,5.85,0.591
"Sessile epifauna","173-95",9.45,6.4,0.121
"Sessile epifauna","173-96",5.9,4.1,1.052
"Sessile epifauna","174-102",9.2,5.5,0.028
"Sessile epifauna","174-107",12,5.3,0.045
"Sessile epifauna","174-112",9.9,5.2,0.59
"Sessile epifauna","174-121",9.1,5.1,0.026
"Sessile epifauna","174-124",9.3,6.2,29.516
"Sessile epifauna","174-126",8.9,8.8,0.852
"Sessile epifauna","174-78",8.9625,5.3625,1.027
"Sessile epifauna","174-79",9.6,5.6,0.045
"Sessile epifauna","174-80",10.4,5.8,0.424
"Sessile epifauna","174-89",7.46666666666667,6.46666666666667,44.292
"Sessile epifauna","174-91",8.9,6.7,5.058
"Sessile epifauna","174-92",8.56666666666667,5.26666666666667,0.774
"Sessile epifauna","174-93",8,7,0.64
"Sessile epifauna","174-96",10,5.6,0.01
"Sessile epifauna","175-108",9.2,5.6,0.394
"Sessile epifauna","175-125",9.6,6.3,25.83
"Sessile epifauna","175-126",10.3111111111111,8.73333333333333,71.122
"Sessile epifauna","175-127",7,6.9,161.258
"Sessile epifauna","175-78",9.3,4.4,1.048
"Sessile epifauna","175-79",8.3,5.21666666666667,0.298
"Sessile epifauna","175-80",8.7,5.2,0.158
"Sessile epifauna","175-81",8.4,5.4,0.471
"Sessile epifauna","175-82",6.8,6.3,1.682
"Sessile epifauna","175-87",11.9,9.8,0.568
"Sessile epifauna","175-90",7.4,6.8,0.162
"Sessile epifauna","175-97",7.2,7.1,0.986
"Sessile epifauna","175-98",8.76,5.78,0.707
"Sessile epifauna","176-100",7,6.7,0.256
"Sessile epifauna","176-101",8.33333333333333,6.66666666666667,0.257
"Sessile epifauna","176-109",5.8,4.4,0.084
"Sessile epifauna","176-119",7.6,3.9,0.014
"Sessile epifauna","176-121",10.4,5.6,0.502
"Sessile epifauna","176-126",9.3,7.4,10.377
"Sessile epifauna","176-77",6.7,3.8,0.864
"Sessile epifauna","176-79",8.66,4.98,0.647
"Sessile epifauna","176-81",7.2,5.6,0.274
"Sessile epifauna","176-91",7.16,7.18,0.438
"Sessile epifauna","176-92",6.1,6.2,2.94
"Sessile epifauna","176-94",7.37142857142857,7.37142857142857,0.568
"Sessile epifauna","176-96",10.7,6.25,1.218
"Sessile epifauna","176-97",7.8,7.7,0.008
"Sessile epifauna","176-98",7.225,6.7,2.353
"Sessile epifauna","176-99",8.3,7.2,0.376
"Sessile epifauna","177-113",9.7,5.4,3.59
"Sessile epifauna","177-116",12.1,5.3,0.454
"Sessile epifauna","177-122",5.8,4.5,0.088
"Sessile epifauna","177-76",7.8,3.2,0.23
"Sessile epifauna","177-79",7.63333333333333,4.00833333333333,1.108
"Sessile epifauna","177-80",9.5,4.5,0.004
"Sessile epifauna","177-86",9.1,9.1,0.162
"Sessile epifauna","177-87",7.64,6.64,2.276
"Sessile epifauna","177-91",8.19285714285714,8.01428571428571,2.894
"Sessile epifauna","177-93",9.4,9.2,0.206
"Sessile epifauna","177-94",7.3,7.23333333333333,0.132
"Sessile epifauna","177-96",6.9,6.9,0.452
"Sessile epifauna","177-99",8.7,8.4,0.68
"Sessile epifauna","178-100",6.9,6.7,0.336
"Sessile epifauna","178-101",8.4,6.9,0.21
"Sessile epifauna","178-110",10.3,5.4,0.732
"Sessile epifauna","178-114",10.3,5.3,1.426
"Sessile epifauna","178-115",9.7,5.3,0.302
"Sessile epifauna","178-123",8.7,5.4,0.016
"Sessile epifauna","178-127",8.4,7,0.38
"Sessile epifauna","178-128",12,11.9,4.21
"Sessile epifauna","178-79",8.1,3.7,0.352
"Sessile epifauna","178-80",7.4,5,0.134
"Sessile epifauna","178-81",10.7,5.6,0.336
"Sessile epifauna","178-83",8.75,5.95,0.128
"Sessile epifauna","178-86",7.8,6.82,1.226
"Sessile epifauna","178-87",7.6,6,3.464
"Sessile epifauna","178-94",8.03333333333333,7.96666666666667,0.777
"Sessile epifauna","178-95",10,10.2,0.008
"Sessile epifauna","178-96",8.33333333333333,7.83333333333333,0.418
"Sessile epifauna","178-98",7.9,7.9,0.032
"Sessile epifauna","178-99",6.9,6.8,0.022
"Sessile epifauna","179-104",9.36666666666667,5.96666666666667,16.892
"Sessile epifauna","179-105",7.9,4.35,2.554
"Sessile epifauna","179-108",6.2,4.4,0.112
"Sessile epifauna","179-120",6.7,4.5,0.028
"Sessile epifauna","179-122",11.8,5.6,0.072
"Sessile epifauna","179-127",10.68,8.2,8.108
"Sessile epifauna","179-128",8.5,7.6,9.38
"Sessile epifauna","179-77",11.6,3.6,2.172
"Sessile epifauna","179-79",11.1,3.6,0.224
"Sessile epifauna","179-86",6.2,5.8,0.948
"Sessile epifauna","179-87",8.4,7.86666666666667,0.547
"Sessile epifauna","179-93",8.4,8.3,1.618
"Sessile epifauna","179-95",7.9,7.9,0.028
"Sessile epifauna","179-97",9.2,8.9,10.096
"Sessile epifauna","179-98",7,7,0.226
"Sessile epifauna","179-99",7.5,7.5,0.004
"Sessile epifauna","180-102",10.3,9.8,0.022
"Sessile epifauna","180-103",8,7.1,0.036
"Sessile epifauna","180-104",6.64,6.16,3.141
"Sessile epifauna","180-106",9.3,5,0.01
"Sessile epifauna","180-108",9.1,5.5,0.164
"Sessile epifauna","180-129",12.3,11.1,61.88
"Sessile epifauna","180-79",10.1333333333333,3.73333333333333,0.216
"Sessile epifauna","180-82",11.2,5,0.024
"Sessile epifauna","180-83",6.7,5.1,0.88
"Sessile epifauna","180-86",7.8,5.8,0.07
"Sessile epifauna","180-89",7.42,6.64,0.564
"Sessile epifauna","180-90",7.075,6.7,0.434
"Sessile epifauna","181-101",9.3,9.1,0.816
"Sessile epifauna","181-102",8.9,8.6,0.032
"Sessile epifauna","181-104",10.6,8.3,0.368
"Sessile epifauna","181-105",9.1,7.9,0.902
"Sessile epifauna","181-106",8.4,7.1,12.426
"Sessile epifauna","181-107",11.5,5.7,12.701
"Sessile epifauna","181-110",11.5,5.1,8.346
"Sessile epifauna","181-117",9.1,3.9,0.016
"Sessile epifauna","181-131",10,9,4.9
"Sessile epifauna","181-79",6.9,3.9,0.11
"Sessile epifauna","181-80",6.8,3.7,3.058
"Sessile epifauna","181-81",10.2,4.11,41.304
"Sessile epifauna","181-83",8.3,5.6,0.246
"Sessile epifauna","181-85",12.2,5.9,6.939
"Sessile epifauna","181-87",8.3,5,0.77
"Sessile epifauna","181-92",9.2,8,0.126
"Sessile epifauna","182-104",8.18181818181818,7.60909090909091,5.65
"Sessile epifauna","182-105",9.76,8.76,0.471
"Sessile epifauna","182-106",9.3,6.9,2.406
"Sessile epifauna","182-108",9.5,6.2,0.02
"Sessile epifauna","182-111",8.8,4.8,0.052
